Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,1,Datalogiens teoretiske grundlag,"Det fungerer godt at der ikke er fysisk fremmøde på uni, sådan at man kan se videoen adskillige gange. Hvis man er forivrret kan man jo spole tilbage, hvilke ikke kunne gøres ved en fysisk forelæsning.","drag bogen ind i undervisningen bedre, sådan at dem der fortrækker en tekstbaseret formidling kan læse bogen. Videoerne som vi ser kunne eventuelt referere til sideren i bogen hvor man kan læse om det.","Vi vil gerne have flere videoforlæsninger hvor vi kan stilele spørgsmål ansigt til ansigt og hvor vi har muligheden for at snakke om hvor det går, eksempelvis på ugentlig eller bi-ugentlig basis.    Cororna måtte gerne ikke eksistere."
Aalborg,1,Imperativ programmering,"Kurt er en meget velinformeret undeviser som er meget godt til at formidle sin viden, og samtidig bringer en energi til undevisningen som engagerer alle der deltager.","Nogle gange, men det er der tydeligvist også blevet tænkt over, virker det som om timingen af afleveringsopgaver og eksamensafleveringer er timet dårligt i forhold til hinanden.",Er det i mod nogen regler at vi får opgaver i en bog som ikke er obligatorisk at købe?    Cororna måtte gerne ikke eksistere.
Aalborg,1,Problembaseret læring,man får meget god feedback som kan bruges til noget i PBL.    Undervisningen er tilrettelagt sådan at man sagtens kan have nok at lave i de timer man har fået angivet til det.,"Bogen føles som om den gentager mange sætninger adskillige gange omformuleret, vi mistænker lidt bogen for  kun at være på pensum fordi nogle ansatte på AAU har skrevet den og gerne vil have en fast indkomst fra bogen.",Cororna måtte gerne ikke eksistere.
Aalborg,1,Project,"Vejledermøder fungerer godt for at sikre at man altid er på den rette kurs.    Statusseminar fungerer rigtig godt, det var en måde at få afprøvet vores egen forståelse for vores emne og få feedback på hvilke misforståelser der måske var opstået.",Gruppedannelsen måtte gerne have været tvunget til at være mere blandet,
Aalborg,1,Semester,Ledelsen virker generelt god til at følge corona restriktioner og anbefalinger.,"Det er nederen at der ikke er fredagsbarer, men det er samtidig også forståeligt.",
Aalborg,1,Studiemiljø,Folk virker meget immødekommende og flinke overfor hinanden.,"Igen, gad godt at der var fredagsbar, men forstår godt at det ikke rigtig kan lade sig gøre her for tiden.","Der må gerne være en mikrobølgeovn på 4 etage, sådan at man ikke behøvet gå 4 etager ned til bibloteket for at varme madrester."
Aalborg,1,Datalogiens teoretiske grundlag,Mange af hjælpelærerne er gode.,Det er til tider svært at se hvordan opgaverne i Connect relaterer til videoerne for dagen.   Mange af spørgsmålene føles som 'gotcha' spørgsmål. Hints er seriøst mangelfulde - ligeledes forklaringer,Workshops føles nemmere end tidligere arbejde. (På nær workshop 3).  Jaron er blevet meget bedre til at undervise efter feedback
Aalborg,1,Imperativ programmering,Videoerne er meget gode. Hjælpelærerne er også meget gode    Typisk meget gode opgaver som man lærer meget af,Videoerne på lektionen om structs var svære at følge med i. Måske fordi der var mange overfladiske eksempler (?).,
Aalborg,1,Problembaseret læring,Ideén om PBL er god. Det giver godt grundlag for projektarbejdet og at lære at lære.    specielt starten af pbl var god fordi det gav konkrete værktøjer og læringsteorier.,"Det bliver lidt langhåret når der bare bliver snakket om en masse forskellige modeller og metoder. Måske kunne man bare sige at de findes  og hvad de bruges til og så kan folk gå ind i dem som de har brug for dem (?)    Feedback på alle grupper på en gang gav ikke specielt god indsigt i hvor godt man selv havde gjort det. Specielt fordi det mest bare var ""Mange grupper mangler det her""",Vi følte lidt at vores arbejde med ulighed i sundhed var ligegyldigt da vi ikke kunne anvende vores arbejde i projektet... Vi ville havde foretrukket at vi bare kunne arbejde med vores projektemne.
Aalborg,1,Project,Gode emner  Statusseminar gav godt perspektiv på projektets status  Vores gruppesamarbejde virker super godt,Det er forstyrrende at dele grupperum med en anden gruppe. Virkelig ikke optimalt. Vi er bange for at grupper der deler gruppe rum har en større tendens til ikke at møde op,Det er svært at vide hvem vi skal danne gruppe med når vi starter et nyt projekt fordi vi ikke har snakket med andre studerende på studiet.
Aalborg,1,Semester,Vi har fået god udbytte i at samarbejde i gruppen.    Dem der ikke har programmeret i vores gruppe har haft stor gavn af at andre har haft kunnet hjælpe dem    Opgaver i DTG og IMPR er generelt bygget op sådan at alle har grundlag for at kunne løse det ved at følge med i undervisningen.    Der er god sammenhæng in DTG og IMPR. Mange ting man lære i DTG kan man se direkte i det kode man skriver. Eksempelvis mergesort og kompleksitet.    Styringsgruppemøde er okay. Det er godt at få luftet hvad der foregår rundt omkring,corona :)    Mange af de problematikker vi kunne stille her har noget med corona at gøre så whatever,Overrasket over hvor lidt direkte arbejdsbelastning der er
Aalborg,1,Studiemiljø,"Alt vi ikke har sagt er dårligt, er godt :)","Som vi også skrev i afsnittet om projekt:  Det er forstyrrende at dele grupperum med en anden gruppe. Virkelig ikke optimalt. Vi er bange for at grupper der deler gruppe rum har en større tendens til ikke at møde op    Det ville være lækkert hvis alle grupperum havde en projekter, det er et relativt vigtigt værktøj til gruppearbejde  HØJERE BORDE  Eller hæve/sænke borde  Vi har 2 i gruppen som er over 190 så det er umuligt for dem at sidde optimalt.",Når man sidder i et grupperum med små borde: https://i.imgur.com/5PTWbFO.jpg
Aalborg,1,Datalogiens teoretiske grundlag,Vi kan godt lide opgaverne i connect. Man får god feedback som fremmer forståelsen.     Dog er resten af connect langsomt og ikke så godt.,"Kvaliteten af videomaterialet er ikke så god. De kræver redigering og mere øvelse så det der bliver sagt er mere præcist.    Gruppen forslår davinci resolve til at redigere. Det er godt og gratis at bruge. Til optagelsen af skærmen er det mindre godt, når der er et watermark, som dækker noget af billedet så man ikke kan se, hvad der bliver skrevet.",
Aalborg,1,Imperativ programmering,Videoerne er gode. Kurt gør meget for at vi kan forstå videoerne og stille spørgsmål til dem.,"Når vi får afleveringsopgaver, som kommer fra bogen, som ikke er obligatorisk, fungerer det ikke så godt. Nå opgaven kan tilgåes på nettet er det bedre.    Når der er en video, som forklarer opgaven, bliver det bedre.",
Aalborg,1,Problembaseret læring,"Det er godt at lave noget, som ikke er det samme som projektet, men som giver kompetancer, der bruges i projektet.","Når I går rundt foran kameraet under online forelæsninger, så kommer I ud af fokus, og det er måske en smule distraherende.",
Aalborg,1,Project,"Vores vejleder er god, vi har det vi skal bruge.","Giv gerne en bedre forklaring af, hvordan et pbl-projekt fungerer. Her tænker vi på, at da vi fik projektoplægene var det uklart, hvor tæt man skulle holde sig til den givne problemstilling.",
Aalborg,1,Semester,Onlineundervisingen fungerer godt. Meget bedre end på andre studieretninger.,"Corona er træls.   Gruppedannelsen var svær fordi man kender absolut ingen da der ikke har været nogen rusarrengementer. Der måtte gerne være mulighed for at lære folk at kende, selvom vi ikke må mødes. Online er der mange muligheder.",
Aalborg,1,Studiemiljø,Vi har grupperum. Vi ville dog gerne have en gruppe per rum.,Vi kender ikke hinanden. (Der er ingen arrangementer)  Delte grupperum.,
Aalborg,1,Datalogiens teoretiske grundlag,At alt er planlagt meget forud. Dette giver god overblik over kurset.,Hvis man ikke forstår noget fra forrige lektioner er det svært komme up to speed.  Måske overvej opsamlinger pga. mangel af fysisk forlæsninger.,
Aalborg,1,Imperativ programmering,God struktur igennem videoerne. Gode forklaringer og god formidling.,Vi mangler måske decideret tekst som beskriver begreberne eller måske henvisning til internettet. (snakker om decideret eksempler af kode og implementering). Gøre os mere opmærksom om det.,
Aalborg,1,Problembaseret læring,"Gode redskaber vi får til planlægning, projektstyring, teamwork m.fl.   Foredragene er også meget fine.","Det er mærkeligt, at vi skulle arbejde med en helt anden case end vores eget i to dage. Vi kunne godt have gjort det for vores eget projekt og fået mere ud af det fagligt og relevant set.",
Aalborg,1,Project,"VI synes at projekt-rammerne dækker meget godt over, hvordan en gruppe skal lave projekt, får feedback osv.",Ikke rigtigt nogle kommentarer,
Aalborg,1,Semester,Det hele kører fint i vores optik udover nedenstående kommentar.,"Måske om Imperativ Programmering og Datalogi kan hænge mere sammen, fordi vi allerede har bevæget os over i algoritmer før vi færdige med at lære det basale i funktioner.",
Aalborg,1,Studiemiljø,At vi har mange tavler at gøre godt med i vores lokaler.  At der er en-gruppes grupperum.,Ikke så mange fællesarrangementer pga. corona.,
Aalborg,1,Datalogiens teoretiske grundlag,God hjælp fra hjælpelærere igennem teams og fysisk i grupperum.    Hans inddragelse af videor fra youtube af andre personer. Måske bruge flere af dem til at supplere hans eget.    Hans formidling og røde-tråd i gennem forløbet virkede godt.,"Det var nogle gange svært at følge med i videoerne da han skrev ting og slettede dem igen og ikke altid virkede som om ham var helt forberedt. - Forbered sig bedre eller tag det stykke om han laver en fejl i.    Videoerne på moodle ville ikke loade det hvis i vi var for mange på en gang, han kunne f.eks. uploade til youtube i stedet.    Flere live-sessioner over teams, hvor han forklarer nogle vigtige ting og vi kan stille spørgsmål.    Hans opgaver inde i videoerne var meget forstyrrende og var svære at forstå. Samt opgaver inde på connect var svære at forstå, man går fra dansk til engelsk begreber.",
Aalborg,1,Imperativ programmering,"Generelt nemt kursus at følge ift. til den røde tråd for os studerende.     Masser af hjælp at hente i form af bog, videoerne, quizzer og opgaver.","Den eneste ting vi føler der har været mindre godt ved dette kursus, har været at nogle dele af kurset har gået hurtigt. Nogle har haft svært ved at følge med, da tempoet kan være hurtigt.  løsning: giv mere tid til de tunge dele af C sproget.",
Aalborg,1,Problembaseret læring,"Gav en god sammenhæng mellem gruppe og projektarbejde. Hjalp med samarbejde og planlægning, samt procesanalyse. Nemt forståeligt og overskueligt.","Delen omkring hvordan man skriver en procesanalyse, ville have været relevant at have haft tidligere i P0-projektet, da vi havde det dagen før det skulle afleveres.",
Aalborg,1,Project,"Der var rigeligt med valgmuligheder i starten ift. til valg af projekt. Dækkede et bredt felt, så alle kunne finde noget at interessere sig i.    God afvikling af P1-projektgruppe dannelse. Dejligt med intro til forløbet, samt at der var fokus på at vælge det projekt man gerne vil arbejde med og derefter fik tildelt gruppe ud fra det.    Statusseminar var en stor hjælp ift. til at få andre øjne på ens projekt, samt feedback på mulige mangler. God måde at diskutere ens foreløbige rapport/projekt på.","Henvise tidligere til aub, som en inspirations kilde til tidligere projekter, samt en database hvor man kan finde kilder.    Gør det mere klart hvor vigtigt det er at opponentgruppen i statusseminaret skal være velforberedt og deltage aktivt med kritiske spørgsmål og tanker. Da der var stor forskel på kvaliteten af dette.",
Aalborg,1,Semester,,"Manglende fokus på det sociale fra tutorens side. Vi er fuldt ud klar over Covid-19 situationen og hvor svært det har været for dem. Dog, har der været utroligt lidt fokus på dette. Og alle i vores gruppe har kun kendskab til personerne i gruppen samt deres P0-gruppe. Det sociale er en vigtigt aspekt i at starte på universitet og det er syndt at det er blevet glemt pga. corona.    Bedre informationsdeling inden studiestart, der var mange forskellige steder vi skulle kigge for at finde den viden vi skulle bruge. Discord, facebook, email, aau hjemmeside, en app.  Det kan være forvirrende.  Saml alt information på et sted.",
